ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
FL009HP,8D,5.0,0.0,CITRUS HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL009MP,8D,5.0,0.0,CITRUS CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL00900,8A,5.0,129725.0,CITRUS,210.0,96.0,306.0,201.0,105.0
FL00901,6,5.0,3685.0,CRYSTAL RIVER,15.0,3.0,18.0,16.0,2.0
FL00902,6,5.0,7451.0,INVERNESS,14.0,3.0,17.0,15.0,2.0
FL00940,8D,5.0,0.0,DEP DLE: CITRUS COUNTY,0.0,0.0,0.0,0.0,0.0
FL00980,8D,5.0,0.0,FGC: CITRUS COUNTY,0.0,0.0,0.0,0.0,0.0
FL00990,8D,5.0,0.0,HP: CITRUS COUNTY,5.0,3.0,8.0,6.0,2.0
FL010DB,9D,5.0,0.0,CLAY CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL010DL,9D,5.0,0.0,CLAY CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL010GM,9D,5.0,0.0,CLAY CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL010HP,9D,5.0,0.0,CLAY HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL010MP,9D,5.0,0.0,CLAY CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01000,9A,5.0,152528.0,CLAY,356.0,167.0,523.0,269.0,254.0
FL01001,6,5.0,6125.0,GREEN COVE SPRINGS,15.0,9.0,24.0,18.0,6.0
FL01002,6,5.0,9452.0,ORANGE PARK,23.0,4.0,27.0,22.0,5.0
FL01003,7,5.0,1423.0,KEYSTONE HEIGHTS,3.0,1.0,4.0,3.0,1.0
FL01040,9D,5.0,0.0,DEP DLE: CLAY COUNTY,0.0,0.0,0.0,0.0,0.0
FL01080,9D,5.0,0.0,FGC: CLAY COUNTY,0.0,0.0,0.0,0.0,0.0
FL01090,9D,5.0,0.0,HP: CLAY COUNTY,0.0,0.0,0.0,0.0,0.0
FL011DB,9D,5.0,0.0,COLLIER CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL011DL,9D,5.0,0.0,COLLIER CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL011GM,9D,5.0,0.0,COLLIER CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL011HP,9D,5.0,0.0,COLLIER HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL011MP,9D,5.0,0.0,COLLIER CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01100,9A,5.0,265225.0,COLLIER,830.0,388.0,1218.0,600.0,618.0
FL01101,5,5.0,21965.0,NAPLES,73.0,30.0,103.0,65.0,38.0
FL01102,7,5.0,525.0,EVERGLADES CITY,0.0,0.0,0.0,0.0,0.0
FL01103,5,5.0,16185.0,MARCO ISLAND,26.0,5.0,31.0,29.0,2.0
FL01140,9D,5.0,0.0,DEP DLE: COLLIER COUNTY,0.0,0.0,0.0,0.0,0.0
FL01180,9D,5.0,0.0,FGC: COLLIER COUNTY,0.0,0.0,0.0,0.0,0.0
FL01190,9D,5.0,0.0,HP: COLLIER COUNTY,13.0,5.0,18.0,17.0,1.0
FL012DB,8D,5.0,0.0,COLUMBIA CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL012DL,8D,5.0,0.0,COLUMBIA CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL012GM,8D,5.0,0.0,COLUMBIA CO GAME FWF COM,0.0,0.0,0.0,0.0,0.0
FL012HP,8D,5.0,0.0,COLUMBIA HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL012MP,8D,5.0,0.0,COLUMBIA CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL01200,8B,5.0,52345.0,COLUMBIA,117.0,62.0,179.0,82.0,97.0
FL01201,5,5.0,10941.0,LAKE CITY,44.0,11.0,55.0,41.0,14.0
FL01202,7,5.0,451.0,FORT WHITE,0.0,0.0,0.0,0.0,0.0
FL01203,8D,5.0,0.0,COLUMBIA CO FWF LAKE CTY,0.0,0.0,0.0,0.0,0.0
FL01240,8D,5.0,0.0,DEP DLE: COLUMBIA COUNTY,0.0,0.0,0.0,0.0,0.0
FL01280,8D,5.0,0.0,FGC: COLUMBIA COUNTY,0.0,0.0,0.0,0.0,0.0
FL01290,8D,5.0,0.0,HP: COLUMBIA COUNTY,0.0,0.0,0.0,0.0,0.0
FL013DB,9D,5.0,0.0,DADE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL013DL,9D,5.0,0.0,DADE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL013GM,9D,5.0,0.0,DADE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL013HP,9D,5.0,0.0,DADE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL013MP,9D,5.0,0.0,DADE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01300,9A,5.0,1136560.0,MIAMI-DADE,2506.0,1635.0,4141.0,2808.0,1333.0
FL01301,6,5.0,3409.0,BAL HARBOUR VILLAGE,32.0,5.0,37.0,28.0,9.0
FL01302,4,5.0,43417.0,CORAL GABLES,180.0,79.0,259.0,178.0,81.0
FL01303,6,5.0,8552.0,FLORIDA CITY,22.0,15.0,37.0,26.0,11.0
FL01304,2,5.0,229590.0,HIALEAH,328.0,134.0,462.0,341.0,121.0
FL01305,4,5.0,38814.0,HOMESTEAD,98.0,31.0,129.0,95.0,34.0
FL01306,1C,5.0,388295.0,MIAMI,910.0,453.0,1363.0,1012.0,351.0
FL01307,3,5.0,91115.0,MIAMI BEACH,352.0,129.0,481.0,349.0,132.0
FL01308,5,5.0,10425.0,MIAMI SHORES,30.0,12.0,42.0,31.0,11.0
FL01309,5,5.0,13725.0,MIAMI SPRINGS,40.0,14.0,54.0,42.0,12.0
FL01310,4,5.0,40822.0,NORTH MIAMI BEACH,104.0,39.0,143.0,106.0,37.0
FL01312,5,5.0,15673.0,OPA LOCKA,26.0,13.0,39.0,31.0,8.0
FL01313,6,5.0,4910.0,SURFSIDE,24.0,9.0,33.0,20.0,13.0
FL01314,6,5.0,3263.0,BISCAYNE PARK,11.0,1.0,12.0,11.0,1.0
FL01315,6,5.0,2524.0,EL PORTAL,7.0,1.0,8.0,8.0,0.0
FL01316,5,5.0,20420.0,HIALEAH GARDENS,29.0,8.0,37.0,28.0,9.0
FL01317,6,5.0,6973.0,NORTH BAY VILLAGE,24.0,7.0,31.0,25.0,6.0
FL01318,3,5.0,60076.0,NORTH MIAMI,115.0,51.0,166.0,130.0,36.0
FL01319,5,5.0,11528.0,SOUTH MIAMI,44.0,14.0,58.0,49.0,9.0
FL01320,7,5.0,2346.0,VIRGINIA GARDENS,3.0,2.0,5.0,3.0,2.0
FL01321,6,5.0,6059.0,WEST MIAMI,17.0,4.0,21.0,16.0,5.0
FL01322,6,5.0,5241.0,BAY HARBOR ISLAND,26.0,4.0,30.0,23.0,7.0
FL01324,7,5.0,942.0,GOLDEN BEACH,15.0,3.0,18.0,17.0,1.0
FL01325,7,5.0,39.0,INDIAN CREEK VILLAGE,12.0,3.0,15.0,11.0,4.0
FL01327,7,5.0,1100.0,MEDLEY,32.0,10.0,42.0,32.0,10.0
FL01329,5,5.0,14308.0,SWEETWATER,26.0,2.0,28.0,21.0,7.0
FL01330,9D,5.0,0.0,"DLE: MIAMI-DADE CO,MIAMI",426.0,130.0,556.0,343.0,213.0
FL01331,7,5.0,0.0,FLORIDA INTERNATIONAL UN,45.0,11.0,56.0,39.0,17.0
FL01337,9D,5.0,0.0,MIAMI-DADE CNTY PUB SCHL,74.0,66.0,140.0,110.0,30.0
FL01338,9D,5.0,0.0,DADE CO TREAS INS FRAUD,0.0,0.0,0.0,0.0,0.0
FL01339,7,5.0,0.0,MICCOSUKEE TRIBAL,52.0,8.0,60.0,46.0,14.0
FL01340,9D,5.0,0.0,DEP DLE: MIAMI-DADE CNTY,0.0,0.0,0.0,0.0,0.0
FL01343,5,5.0,10557.0,KEY BISCAYNE,28.0,12.0,40.0,28.0,12.0
FL01350,9D,5.0,0.0,DADE CO BEVERAGE ENF,0.0,0.0,0.0,0.0,0.0
FL01351,5,5.0,15747.0,SUNNY ISLES BEACH,45.0,14.0,59.0,47.0,12.0
FL01370,9D,5.0,0.0,DEPT OF INS:MIAMI-DADE C,0.0,0.0,0.0,0.0,0.0
FL01380,9D,5.0,0.0,US CUST SERV SECT COMM,0.0,0.0,0.0,0.0,0.0
FL01381,9D,5.0,0.0,FGC: MIAMI-DADE COUNTY,0.0,0.0,0.0,0.0,0.0
FL01390,9D,5.0,0.0,HP: MIAMI-DADE COUNTY,192.0,55.0,247.0,205.0,42.0
FL01391,4,5.0,27851.0,AVENTURA,77.0,32.0,109.0,76.0,33.0
FL01392,5,5.0,19871.0,VILLAGE OF PINECREST,48.0,22.0,70.0,51.0,19.0
FL01393,5,5.0,23200.0,MIAMI LAKES,36.0,12.0,48.0,47.0,1.0
FL01394,2,5.0,103164.0,MIAMI GARDENS,100.0,67.0,167.0,144.0,23.0
FL01395,4,5.0,25465.0,PALMETTO BAY,26.0,17.0,43.0,39.0,4.0
FL01396,4,5.0,30969.0,DORAL,62.0,14.0,76.0,73.0,3.0
FL014DB,8D,5.0,0.0,DE SOTO CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL014DL,8D,5.0,0.0,DE SOTO CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL014GM,8D,5.0,0.0,DE SOTO CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL014HP,8D,5.0,0.0,DE SOTO HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL014MP,8D,5.0,0.0,DE SOTO CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01400,8B,5.0,28405.0,DESOTO,64.0,45.0,109.0,49.0,60.0
FL01401,6,5.0,7275.0,ARCADIA,17.0,7.0,24.0,20.0,4.0
FL01440,8D,5.0,0.0,DEP DLE: DESOTO COUNTY,0.0,0.0,0.0,0.0,0.0
FL01480,8D,5.0,0.0,FGC: DESOTO COUNTY,0.0,0.0,0.0,0.0,0.0
FL01490,8D,5.0,0.0,HP: DESOTO COUNTY,0.0,0.0,0.0,0.0,0.0
FL015DB,8D,5.0,0.0,DIXIE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL015DL,8D,5.0,0.0,DIXIE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL015GM,8D,5.0,0.0,DIXIE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL015HP,8D,5.0,0.0,DIXIE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL015MP,8D,5.0,0.0,DIXIE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01500,8C,5.0,12776.0,DIXIE,31.0,26.0,57.0,47.0,10.0
FL01501,7,5.0,1841.0,CROSS CITY,5.0,0.0,5.0,5.0,0.0
FL01502,7,5.0,229.0,HORSESHOE BEACH,0.0,0.0,0.0,0.0,0.0
FL01540,8D,5.0,0.0,DEP DLE: DIXIE COUNTY,0.0,0.0,0.0,0.0,0.0
FL01580,8D,5.0,0.0,FGC: DIXIE COUNTY,0.0,0.0,0.0,0.0,0.0
FL01590,8D,5.0,0.0,HP: DIXIE COUNTY,19.0,2.0,21.0,20.0,1.0
FL016DB,9D,5.0,0.0,DUVAL CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL016DL,9D,5.0,0.0,DUVAL CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL016GM,9D,5.0,0.0,DUVAL CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL016HP,9D,5.0,0.0,DUVAL HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL016MP,9D,5.0,0.0,DUVAL CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01600,9D,5.0,0.0,DUVAL,0.0,0.0,0.0,0.0,0.0
FL01601,5,5.0,13859.0,ATLANTIC BEACH,27.0,12.0,39.0,28.0,11.0
FL01602,1B,5.0,795259.0,JACKSONVILLE,1998.0,748.0,2746.0,1566.0,1180.0
FL01603,5,5.0,21835.0,JACKSONVILLE BEACH,53.0,23.0,76.0,56.0,20.0
FL01604,6,5.0,7281.0,NEPTUNE BEACH,18.0,9.0,27.0,18.0,9.0
FL01605,9D,5.0,0.0,"DLE:DUVAL CO, JACKSONVIL",0.0,0.0,0.0,0.0,0.0
FL01606,7,5.0,0.0,UNIVERSITY OF NORTH FLOR,22.0,14.0,36.0,27.0,9.0
FL01607,7,5.0,0.0,JACKSONVILLE AIRPORT AUT,36.0,8.0,44.0,35.0,9.0
FL01611,9D,5.0,0.0,DUVAL COUNTY SCHOOLS,0.0,0.0,0.0,0.0,0.0
FL01625,7,5.0,1644.0,BALDWIN,7.0,6.0,13.0,8.0,5.0
FL01640,9D,5.0,0.0,DEP DLE: DUVAL COUNTY,0.0,0.0,0.0,0.0,0.0
FL01650,9D,5.0,0.0,DUVAL CO BEV ENFORCEMENT,0.0,0.0,0.0,0.0,0.0
FL01670,9D,5.0,0.0,DEPT OF INS: DUVAL CNTY,0.0,0.0,0.0,0.0,0.0
FL01680,9D,5.0,0.0,FGC: DUVAL COUNTY,0.0,0.0,0.0,0.0,0.0
FL01690,9D,5.0,0.0,HP: DUVAL COUNTY,0.0,0.0,0.0,0.0,0.0
FL017DB,9D,5.0,0.0,ESCAMBIA CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL017DL,9D,5.0,0.0,ESCAMBIA CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL017GM,9D,5.0,0.0,ESCAMBIA CO GAME FWF COM,0.0,0.0,0.0,0.0,0.0
FL017HP,9D,5.0,0.0,ESCAMBIA HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL017MP,9D,5.0,0.0,ESCAMBIA CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL01700,9A,5.0,249635.0,ESCAMBIA,430.0,324.0,754.0,390.0,364.0
FL01701,3,5.0,55970.0,PENSACOLA,156.0,57.0,213.0,160.0,53.0
FL01702,7,5.0,1841.0,CENTURY,6.0,0.0,6.0,6.0,0.0
FL01703,9D,5.0,0.0,"DLE:ESCAMBIA CO, PENSACO",0.0,0.0,0.0,0.0,0.0
FL01704,7,5.0,0.0,UNIVERSITY OF WEST FLORI,17.0,10.0,27.0,20.0,7.0
FL01740,9D,5.0,0.0,DEP DLE: ESCAMBIA COUNTY,0.0,0.0,0.0,0.0,0.0
FL01750,9D,5.0,0.0,ESCAMBIA CO BEVERAGE ENF,0.0,0.0,0.0,0.0,0.0
FL01770,9D,5.0,0.0,DEPT OF INS:ESCAMBIA CTY,0.0,0.0,0.0,0.0,0.0
FL01780,9D,5.0,0.0,FGC: ESCAMBIA COUNTY,0.0,0.0,0.0,0.0,0.0
FL01790,9D,5.0,0.0,HP: ESCAMBIA COUNTY,69.0,12.0,81.0,60.0,21.0
FL01791,7,5.0,0.0,PENSACOLA JUNIOR COLLEGE,8.0,9.0,17.0,13.0,4.0
FL018DB,8D,5.0,0.0,FLAGLER CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL018DL,8D,5.0,0.0,FLAGLER CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL018GM,8D,5.0,0.0,FLAGLER CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL018HP,8D,5.0,0.0,FLAGLER HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL018MP,8D,5.0,0.0,FLAGLER CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL01800,8B,5.0,63071.0,FLAGLER,91.0,40.0,131.0,91.0,40.0
FL01801,7,5.0,2227.0,BUNNELL,10.0,3.0,13.0,11.0,2.0
FL01802,6,5.0,5346.0,FLAGLER BEACH,13.0,5.0,18.0,15.0,3.0
FL01840,8D,5.0,0.0,DEP DLE: FLAGLER COUNTY,0.0,0.0,0.0,0.0,0.0
FL01880,8D,5.0,0.0,FGC: FLAGLER COUNTY,0.0,0.0,0.0,0.0,0.0
FL01890,8D,5.0,0.0,HP: FLAGLER COUNTY,0.0,0.0,0.0,0.0,0.0
FL019DB,8D,5.0,0.0,FRANKLIN CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL019DL,8D,5.0,0.0,FRANKLIN CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL019GM,8D,5.0,0.0,FRANKLIN CO GAME FWF COM,0.0,0.0,0.0,0.0,0.0
FL019HP,8D,5.0,0.0,FRANKLIN HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL019MP,8D,5.0,0.0,FRANKLIN CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL01900,8D,5.0,6658.0,FRANKLIN,54.0,29.0,83.0,67.0,16.0
FL01901,7,5.0,2373.0,APALACHICOLA,7.0,2.0,9.0,8.0,1.0
FL01902,7,5.0,1321.0,CARRABELLE,5.0,0.0,5.0,5.0,0.0
FL01940,8D,5.0,0.0,DEP DLE: FRANKLIN COUNTY,0.0,0.0,0.0,0.0,0.0
FL01980,8D,5.0,0.0,FGC: FRANKLIN COUNTY,0.0,0.0,0.0,0.0,0.0
FL01990,8D,5.0,0.0,HP: FRANKLIN COUNTY,0.0,0.0,0.0,0.0,0.0
FL020DB,9D,5.0,0.0,GADSDEN CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL020DL,9D,5.0,0.0,GADSDEN CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL020GM,9D,5.0,0.0,GADSDEN CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL020HP,9D,5.0,0.0,GADSDEN HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL020MP,9D,5.0,0.0,GADSDEN CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL02000,9B,5.0,32101.0,GADSDEN,81.0,41.0,122.0,64.0,58.0
FL02001,6,5.0,7132.0,QUINCY,28.0,11.0,39.0,27.0,12.0
FL02002,6,5.0,3806.0,CHATTAHOOCHEE,7.0,3.0,10.0,9.0,1.0
FL02003,7,5.0,1741.0,HAVANA,9.0,4.0,13.0,9.0,4.0
FL02004,7,5.0,1739.0,GRETNA,4.0,5.0,9.0,9.0,0.0
FL02005,7,5.0,1500.0,MIDWAY,4.0,0.0,4.0,4.0,0.0
FL02006,7,5.0,629.0,GREENSBORO,0.0,1.0,1.0,1.0,0.0
FL02040,9D,5.0,0.0,DEP DLE: GADSDEN COUNTY,0.0,0.0,0.0,0.0,0.0
FL02080,9D,5.0,0.0,FGC: GADSDEN COUNTY,0.0,0.0,0.0,0.0,0.0
FL02090,9D,5.0,0.0,HP: GADSDEN COUNTY,21.0,3.0,24.0,23.0,1.0
FL021DB,9D,5.0,0.0,GILCHRIST CO DIV BEVERAG,0.0,0.0,0.0,0.0,0.0
FL021DL,9D,5.0,0.0,GILCHRIST CO CRIM LAW EN,0.0,0.0,0.0,0.0,0.0
FL021GM,9D,5.0,0.0,GILCHRIST CO GAME FWF CO,0.0,0.0,0.0,0.0,0.0
FL021HP,9D,5.0,0.0,GILCHRIST HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL021MP,9D,5.0,0.0,GILCHRIST CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL02100,9C,5.0,14579.0,GILCHRIST,29.0,22.0,51.0,25.0,26.0
FL02102,7,5.0,1807.0,TRENTON,2.0,1.0,3.0,2.0,1.0
FL02140,9D,5.0,0.0,DEP DLE:GILCHRIST COUNTY,0.0,0.0,0.0,0.0,0.0
FL02180,9D,5.0,0.0,FGC: GILCHRIST COUNTY,0.0,0.0,0.0,0.0,0.0
FL02190,9D,5.0,0.0,HP: GILCHRIST COUNTY,6.0,0.0,6.0,6.0,0.0
FL022DB,8D,5.0,0.0,GLADES CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL022DL,8D,5.0,0.0,GLADES CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL022GM,8D,5.0,0.0,GLADES CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL022HP,8D,5.0,0.0,GLADES HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL022MP,8D,5.0,0.0,GLADES CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL02200,8C,5.0,11382.0,GLADES,24.0,6.0,30.0,27.0,3.0
FL02201,7,5.0,1765.0,MOORE HAVEN,2.0,0.0,2.0,2.0,0.0
FL02240,8D,5.0,0.0,DEP DLE: GLADES COUNTY,0.0,0.0,0.0,0.0,0.0
FL02280,8D,5.0,0.0,FGC: GLADES COUNTY,0.0,0.0,0.0,0.0,0.0
FL02290,8D,5.0,0.0,HP: GLADES COUNTY,0.0,0.0,0.0,0.0,0.0
FL023DB,8D,5.0,0.0,GULF CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL023DL,8D,5.0,0.0,GULF CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL023GM,8D,5.0,0.0,GULF CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL023HP,8D,5.0,0.0,GULF HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL023MP,8D,5.0,0.0,GULF CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL02300,8C,5.0,10408.0,GULF,30.0,15.0,45.0,30.0,15.0
FL02301,6,5.0,3720.0,PORT ST. JOE,11.0,1.0,12.0,10.0,2.0
FL02302,7,5.0,1741.0,WEWAHITCHKA,1.0,0.0,1.0,1.0,0.0
FL02340,8D,5.0,0.0,DEP DLE: GULF COUNTY,0.0,0.0,0.0,0.0,0.0
FL02380,8D,5.0,0.0,FGC: GULF COUNTY,0.0,0.0,0.0,0.0,0.0
FL02390,8D,5.0,0.0,HP: GULF COUNTY,0.0,0.0,0.0,0.0,0.0
FL024DB,8D,5.0,0.0,HAMILTON CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL024DL,8D,5.0,0.0,HAMILTON CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL024GM,8D,5.0,0.0,HAMILTON CO GAME FWF COM,0.0,0.0,0.0,0.0,0.0
FL024HP,8D,5.0,0.0,HAMILTON HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL024MP,8D,5.0,0.0,HAMILTON CO MARINE PATRO,0.0,0.0,0.0,0.0,0.0
FL02400,8C,5.0,10905.0,HAMILTON,33.0,24.0,57.0,19.0,38.0
FL02401,7,5.0,1890.0,JASPER,8.0,0.0,8.0,8.0,0.0
FL02402,7,5.0,862.0,JENNINGS,1.0,0.0,1.0,1.0,0.0
FL02403,7,5.0,847.0,WHITE SPRINGS,5.0,1.0,6.0,6.0,0.0
FL02404,8D,5.0,0.0,HAMILTON CO AG BUREAU,0.0,0.0,0.0,0.0,0.0
FL02440,8D,5.0,0.0,DEP DLE: HAMILTON COUNTY,0.0,0.0,0.0,0.0,0.0
FL02480,8D,5.0,0.0,FGC: HAMILTON COUNTY,0.0,0.0,0.0,0.0,0.0
FL02490,8D,5.0,0.0,HP: HAMILTON COUNTY,0.0,0.0,0.0,0.0,0.0
FL025DB,8D,5.0,0.0,HARDEE CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL025DL,8D,5.0,0.0,HARDEE CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL025GM,8D,5.0,0.0,HARDEE CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL025HP,8D,5.0,0.0,HARDEE HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL025MP,8D,5.0,0.0,HARDEE CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL02500,8C,5.0,19397.0,HARDEE,49.0,36.0,85.0,63.0,22.0
FL02501,6,5.0,2985.0,BOWLING GREEN,6.0,0.0,6.0,6.0,0.0
FL02502,6,5.0,4541.0,WAUCHULA,12.0,7.0,19.0,14.0,5.0
FL02503,7,5.0,1696.0,ZOLFO SPRINGS,1.0,0.0,1.0,1.0,0.0
FL02540,8D,5.0,0.0,DEP DLE: HARDEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL02580,8D,5.0,0.0,FGC: HARDEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL02590,8D,5.0,0.0,HP: HARDEE COUNTY,0.0,0.0,0.0,0.0,0.0
FL026DB,8D,5.0,0.0,HENDRY CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL026DL,8D,5.0,0.0,HENDRY CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL026GM,8D,5.0,0.0,HENDRY CO GAME FWF COMM,0.0,0.0,0.0,0.0,0.0
FL026HP,8D,5.0,0.0,HENDRY HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL026MP,8D,5.0,0.0,HENDRY CO MARINE PATROL,0.0,0.0,0.0,0.0,0.0
FL02600,8B,5.0,31895.0,HENDRY,75.0,43.0,118.0,60.0,58.0
FL02601,6,5.0,7129.0,CLEWISTON,18.0,9.0,27.0,19.0,8.0
FL02603,7,5.0,0.0,SEMINOLE INDIAN PD,0.0,0.0,0.0,0.0,0.0
FL02640,8D,5.0,0.0,DEP DLE: HENDRY COUNTY,0.0,0.0,0.0,0.0,0.0
FL02680,8D,5.0,0.0,FGC: HENDRY COUNTY,0.0,0.0,0.0,0.0,0.0
FL02690,8D,5.0,0.0,HP: HENDRY COUNTY,0.0,0.0,0.0,0.0,0.0
FL027DB,9D,5.0,0.0,HERNANDO CO DIV BEVERAGE,0.0,0.0,0.0,0.0,0.0
FL027DL,9D,5.0,0.0,HERNANDO CO CRIM LAW ENF,0.0,0.0,0.0,0.0,0.0
FL027GM,9D,5.0,0.0,HERNANDO CO GAME FWF COM,0.0,0.0,0.0,0.0,0.0
FL027HP,9D,5.0,0.0,HERNANDO HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL027MP,9D,5.0,0.0,HERNANDO CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL02700,9A,5.0,146108.0,HERNANDO,245.0,106.0,351.0,234.0,117.0
FL02701,6,5.0,7656.0,BROOKSVILLE,22.0,7.0,29.0,19.0,10.0
FL02740,9D,5.0,0.0,DEP DLE: HERNANDO COUNTY,0.0,0.0,0.0,0.0,0.0
FL02780,9D,5.0,0.0,FGC: HERNANDO COUNTY,0.0,0.0,0.0,0.0,0.0
FL02790,9D,5.0,0.0,HP: HERNANDO COUNTY,0.0,0.0,0.0,0.0,0.0
FL028DB,8D,5.0,0.0,HIGHLANDS CO DIV BEVERAG,0.0,0.0,0.0,0.0,0.0
FL028DL,8D,5.0,0.0,HIGHLANDS CO CRIM LAW EN,0.0,0.0,0.0,0.0,0.0
FL028GM,8D,5.0,0.0,HIGHLANDS CO GAME FWF CO,0.0,0.0,0.0,0.0,0.0
FL028HP,8D,5.0,0.0,HIGHLANDS HIGHWAY PATROL,0.0,0.0,0.0,0.0,0.0
FL028MP,8D,5.0,0.0,HIGHLANDS CO MARINE PTL,0.0,0.0,0.0,0.0,0.0
FL02800,8B,5.0,74138.0,HIGHLANDS,155.0,107.0,262.0,105.0,157.0
FL02801,6,5.0,8996.0,AVON PARK,23.0,18.0,41.0,26.0,15.0
FL02802,7,5.0,1792.0,LAKE PLACID,8.0,3.0,11.0,9.0,2.0
FL02803,5,5.0,10303.0,SEBRING,31.0,11.0,42.0,30.0,12.0
