ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
TX10817,7,4.0,0.0,UNIV OF TX: PAN AMERICAN,19.0,5.0,24.0,11.0,13.0
TX10823,6,4.0,6445.0,ALTON,9.0,5.0,14.0,9.0,5.0
TX10824,6,4.0,5128.0,PROGRESO,6.0,1.0,7.0,7.0,0.0
TX10829,7,4.0,0.0,ISD: WESLACO,10.0,3.0,13.0,13.0,0.0
TX10830,7,4.0,1197.0,PENITAS,5.0,2.0,7.0,5.0,2.0
TX10832,6,4.0,4274.0,SULLIVAN CITY,10.0,1.0,11.0,8.0,3.0
TX10900,8C,4.0,20859.0,HILL,34.0,21.0,55.0,22.0,33.0
TX10901,6,4.0,8851.0,HILLSBORO,22.0,8.0,30.0,21.0,9.0
TX10902,7,4.0,1681.0,HUBBARD,4.0,0.0,4.0,4.0,0.0
TX10903,7,4.0,1612.0,ITASCA,5.0,0.0,5.0,5.0,0.0
TX10906,7,4.0,2020.0,WHITNEY,7.0,2.0,9.0,7.0,2.0
TX10909,7,4.0,307.0,COVINGTON,0.0,0.0,0.0,0.0,0.0
TX11000,8D,4.0,9538.0,HOCKLEY,15.0,9.0,24.0,13.0,11.0
TX11001,5,4.0,13121.0,LEVELLAND,22.0,8.0,30.0,20.0,10.0
TX11002,7,4.0,531.0,ROPESVILLE,1.0,0.0,1.0,1.0,0.0
TX11004,7,4.0,0.0,SOUTH PLAINS COLLEGE,6.0,0.0,6.0,6.0,0.0
TX11005,7,4.0,1189.0,ANTON,0.0,0.0,0.0,0.0,0.0
TX11006,7,4.0,1565.0,SUNDOWN,2.0,0.0,2.0,2.0,0.0
TX11100,8B,4.0,38689.0,HOOD,51.0,39.0,90.0,32.0,58.0
TX11101,6,4.0,6511.0,GRANBURY,23.0,7.0,30.0,23.0,7.0
TX11103,7,4.0,603.0,TOLAR,1.0,1.0,2.0,1.0,1.0
TX11200,8C,4.0,18195.0,HOPKINS,39.0,12.0,51.0,26.0,25.0
TX11202,5,4.0,15035.0,SULPHUR SPRINGS,28.0,10.0,38.0,29.0,9.0
TX11300,8C,4.0,14855.0,HOUSTON,21.0,8.0,29.0,17.0,12.0
TX11301,6,4.0,7184.0,CROCKETT,17.0,2.0,19.0,16.0,3.0
TX11305,7,4.0,1458.0,GRAPELAND,2.0,1.0,3.0,2.0,1.0
TX11400,8D,4.0,8433.0,HOWARD,19.0,11.0,30.0,13.0,17.0
TX11401,5,4.0,24968.0,BIG SPRING,55.0,10.0,65.0,43.0,22.0
TX11500,8D,4.0,3247.0,HUDSPETH,25.0,12.0,37.0,16.0,21.0
TX11600,9B,4.0,43369.0,HUNT,55.0,34.0,89.0,36.0,53.0
TX11601,7,4.0,856.0,CELESTE,1.0,0.0,1.0,1.0,0.0
TX11602,6,4.0,8930.0,COMMERCE,16.0,4.0,20.0,16.0,4.0
TX11603,4,4.0,25255.0,GREENVILLE,50.0,22.0,72.0,49.0,23.0
TX11606,7,4.0,0.0,TEXAS A&M UNIV: COMMERCE,15.0,9.0,24.0,14.0,10.0
TX11607,7,4.0,1213.0,CADDO MILLS,2.0,0.0,2.0,2.0,0.0
TX11612,7,4.0,555.0,LONE OAK,2.0,0.0,2.0,2.0,0.0
TX11613,7,4.0,1659.0,WEST TAWAKONI,5.0,1.0,6.0,5.0,1.0
TX11614,7,4.0,1461.0,QUINLAN,2.0,0.0,2.0,2.0,0.0
TX11616,7,4.0,498.0,HAWK COVE,0.0,0.0,0.0,0.0,0.0
TX11700,8D,4.0,7562.0,HUTCHINSON,14.0,14.0,28.0,10.0,18.0
TX11701,5,4.0,13867.0,BORGER,24.0,10.0,34.0,24.0,10.0
TX11705,7,4.0,1916.0,STINNETT,3.0,0.0,3.0,3.0,0.0
TX11800,9D,4.0,1771.0,IRION,5.0,3.0,8.0,4.0,4.0
TX11900,8D,4.0,4447.0,JACK,16.0,14.0,30.0,13.0,17.0
TX11901,6,4.0,4652.0,JACKSBORO,8.0,6.0,14.0,8.0,6.0
TX12000,8D,4.0,6645.0,JACKSON,17.0,11.0,28.0,10.0,18.0
TX12001,6,4.0,5936.0,EDNA,10.0,1.0,11.0,9.0,2.0
TX12002,7,4.0,1905.0,GANADO,3.0,1.0,4.0,3.0,1.0
TX12100,8B,4.0,26366.0,JASPER,22.0,11.0,33.0,15.0,18.0
TX12101,6,4.0,7668.0,JASPER,19.0,7.0,26.0,18.0,8.0
TX12102,7,4.0,2071.0,KIRBYVILLE,5.0,0.0,5.0,5.0,0.0
TX12200,8D,4.0,2274.0,JEFF DAVIS,2.0,1.0,3.0,2.0,1.0
TX12300,9B,4.0,34164.0,JEFFERSON,252.0,133.0,385.0,126.0,259.0
TX12301,2,4.0,114322.0,BEAUMONT,224.0,77.0,301.0,243.0,58.0
TX12303,5,4.0,15591.0,GROVES,18.0,2.0,20.0,18.0,2.0
TX12304,7,4.0,0.0,LAKEVIEW,0.0,0.0,0.0,0.0,0.0
TX12305,5,4.0,17212.0,NEDERLAND,21.0,2.0,23.0,20.0,3.0
TX12306,7,4.0,0.0,PEAR RIDGE,7.0,0.0,7.0,7.0,0.0
TX12307,3,4.0,58000.0,PORT ARTHUR,113.0,32.0,145.0,110.0,35.0
TX12308,5,4.0,13492.0,PORT NECHES,19.0,2.0,21.0,18.0,3.0
TX12310,7,4.0,0.0,"LAMAR UNIV, BEAUMONT",26.0,9.0,35.0,19.0,16.0
TX12400,8D,4.0,5108.0,JIM HOGG,29.0,10.0,39.0,20.0,19.0
TX12500,8C,4.0,16381.0,JIM WELLS,42.0,18.0,60.0,31.0,29.0
TX12501,5,4.0,19634.0,ALICE,39.0,11.0,50.0,37.0,13.0
TX12502,6,4.0,2872.0,PREMONT,5.0,0.0,5.0,5.0,0.0
TX12508,7,4.0,1379.0,ORANGE GROVE,5.0,0.0,5.0,5.0,0.0
TX12600,9B,4.0,74365.0,JOHNSON,126.0,61.0,187.0,80.0,107.0
TX12601,6,4.0,3833.0,ALVARADO,13.0,5.0,18.0,12.0,6.0
TX12602,4,4.0,25760.0,BURLESON,40.0,18.0,58.0,41.0,17.0
TX12603,4,4.0,28397.0,CLEBURNE,47.0,21.0,68.0,51.0,17.0
TX12605,6,4.0,5248.0,JOSHUA,9.0,3.0,12.0,11.0,1.0
TX12606,6,4.0,5607.0,KEENE,10.0,5.0,15.0,11.0,4.0
TX12613,7,4.0,960.0,GODLEY,3.0,0.0,3.0,3.0,0.0
TX12700,9D,4.0,6138.0,JONES,11.0,7.0,18.0,7.0,11.0
TX12701,7,4.0,2453.0,ANSON,5.0,1.0,6.0,5.0,1.0
TX12702,7,4.0,2131.0,HAMLIN,4.0,4.0,8.0,4.0,4.0
TX12704,6,4.0,3431.0,STAMFORD,9.0,2.0,11.0,7.0,4.0
TX12705,7,4.0,634.0,HAWLEY,2.0,0.0,2.0,2.0,0.0
TX12800,8D,4.0,8609.0,KARNES,13.0,3.0,16.0,8.0,8.0
TX12801,6,4.0,3454.0,KARNES CITY,6.0,1.0,7.0,6.0,1.0
TX12802,6,4.0,3470.0,KENEDY,6.0,2.0,8.0,5.0,3.0
TX12900,9B,4.0,50696.0,KAUFMAN,110.0,60.0,170.0,57.0,113.0
TX12901,6,4.0,7692.0,FORNEY,18.0,6.0,24.0,16.0,8.0
TX12902,6,4.0,7628.0,KAUFMAN,18.0,7.0,25.0,18.0,7.0
TX12903,7,4.0,1242.0,KEMP,6.0,0.0,6.0,6.0,0.0
TX12905,5,4.0,16036.0,TERRELL,33.0,12.0,45.0,31.0,14.0
TX13000,9C,4.0,18832.0,KENDALL,38.0,9.0,47.0,31.0,16.0
TX13001,6,4.0,6964.0,BOERNE,27.0,10.0,37.0,23.0,14.0
TX13100,8D,4.0,415.0,KENEDY,10.0,3.0,13.0,11.0,2.0
TX13200,8D,4.0,783.0,KENT,2.0,2.0,4.0,2.0,2.0
TX13300,8C,4.0,22528.0,KERR,63.0,31.0,94.0,46.0,48.0
TX13301,5,4.0,21701.0,KERRVILLE,51.0,14.0,65.0,50.0,15.0
TX13305,7,4.0,1843.0,INGRAM,6.0,1.0,7.0,6.0,1.0
TX13400,8D,4.0,1918.0,KIMBLE,12.0,4.0,16.0,11.0,5.0
TX13401,6,4.0,2693.0,JUNCTION,5.0,0.0,5.0,5.0,0.0
TX13500,8D,4.0,324.0,KING,2.0,0.0,2.0,2.0,0.0
TX13600,8D,4.0,3367.0,KINNEY,11.0,4.0,15.0,7.0,8.0
TX13700,8D,4.0,6140.0,KLEBERG,49.0,20.0,69.0,24.0,45.0
TX13701,4,4.0,25694.0,KINGSVILLE,45.0,16.0,61.0,46.0,15.0
TX13703,7,4.0,0.0,TX A&M UN: KINGSVILLE,11.0,8.0,19.0,14.0,5.0
TX13800,8D,4.0,1410.0,KNOX,5.0,3.0,8.0,3.0,5.0
TX13802,7,4.0,1150.0,KNOX CITY,2.0,0.0,2.0,2.0,0.0
TX13803,7,4.0,1434.0,MUNDAY,2.0,0.0,2.0,2.0,0.0
TX13900,8C,4.0,20412.0,LAMAR,46.0,28.0,74.0,23.0,51.0
TX13902,4,4.0,26968.0,PARIS,67.0,14.0,81.0,61.0,20.0
TX13904,7,4.0,0.0,PARIS JUNIOR COLLEGE,3.0,0.0,3.0,3.0,0.0
TX13910,6,4.0,2915.0,RENO,4.0,1.0,5.0,4.0,1.0
TX14000,8D,4.0,4885.0,LAMB,17.0,11.0,28.0,15.0,13.0
TX14002,7,4.0,1114.0,EARTH,2.0,0.0,2.0,2.0,0.0
TX14003,6,4.0,6540.0,LITTLEFIELD,14.0,5.0,19.0,13.0,6.0
TX14004,7,4.0,2344.0,OLTON,4.0,0.0,4.0,4.0,0.0
TX14100,9C,4.0,11973.0,LAMPASAS,24.0,10.0,34.0,21.0,13.0
TX14101,6,4.0,7551.0,LAMPASAS,16.0,9.0,25.0,16.0,9.0
TX14200,8D,4.0,5920.0,LA SALLE,14.0,4.0,18.0,12.0,6.0
TX14201,6,4.0,3653.0,COTULLA,0.0,0.0,0.0,0.0,0.0
TX14300,8C,4.0,13138.0,LAVACA,12.0,10.0,22.0,11.0,11.0
TX14301,6,4.0,2569.0,HALLETTSVILLE,5.0,2.0,7.0,6.0,1.0
TX14303,6,4.0,5830.0,YOAKUM,10.0,7.0,17.0,10.0,7.0
TX14400,8C,4.0,10049.0,LEE,12.0,5.0,17.0,11.0,6.0
TX14401,6,4.0,5476.0,GIDDINGS,9.0,6.0,15.0,11.0,4.0
TX14402,7,4.0,1283.0,LEXINGTON,4.0,0.0,4.0,4.0,0.0
TX14500,8C,4.0,16286.0,LEON,24.0,14.0,38.0,21.0,17.0
TX14600,9B,4.0,52533.0,LIBERTY,37.0,21.0,58.0,38.0,20.0
TX14601,6,4.0,7959.0,CLEVELAND,21.0,11.0,32.0,22.0,10.0
TX14603,6,4.0,6470.0,DAYTON,13.0,7.0,20.0,14.0,6.0
TX14604,6,4.0,8400.0,LIBERTY,11.0,11.0,22.0,14.0,8.0
TX14607,7,4.0,1160.0,AMES,1.0,0.0,1.0,1.0,0.0
TX14700,8C,4.0,11757.0,LIMESTONE,29.0,24.0,53.0,19.0,34.0
TX14702,6,4.0,4421.0,GROESBECK,6.0,1.0,7.0,7.0,0.0
TX14703,6,4.0,6823.0,MEXIA,16.0,7.0,23.0,17.0,6.0
TX14711,7,4.0,0.0,ISD: MEXIA,3.0,0.0,3.0,3.0,0.0
TX14800,8D,4.0,3144.0,LIPSCOMB,7.0,4.0,11.0,5.0,6.0
TX14900,8C,4.0,10290.0,LIVE OAK,17.0,9.0,26.0,11.0,15.0
TX14901,7,4.0,1812.0,THREE RIVERS,6.0,1.0,7.0,6.0,1.0
TX15000,8C,4.0,11206.0,LLANO,25.0,16.0,41.0,22.0,19.0
TX15001,6,4.0,3522.0,LLANO,8.0,1.0,9.0,7.0,2.0
TX15005,7,4.0,754.0,SUNRISE BEACH VILLAGE,2.0,0.0,2.0,2.0,0.0
TX15100,8D,4.0,63.0,LOVING,2.0,1.0,3.0,2.0,1.0
TX15200,9B,4.0,28869.0,LUBBOCK,196.0,68.0,264.0,131.0,133.0
TX15201,7,4.0,2174.0,IDALOU,3.0,0.0,3.0,3.0,0.0
TX15202,2,4.0,209949.0,LUBBOCK,302.0,93.0,395.0,304.0,91.0
TX15203,7,4.0,2224.0,SHALLOWATER,4.0,1.0,5.0,5.0,0.0
TX15204,6,4.0,6123.0,SLATON,10.0,6.0,16.0,10.0,6.0
TX15206,7,4.0,0.0,TX TECH UN: LUBBOCK,55.0,15.0,70.0,47.0,23.0
TX15208,6,4.0,2771.0,WOLFFORTH,6.0,0.0,6.0,6.0,0.0
TX15211,7,4.0,1083.0,RANSOM CANYON,3.0,0.0,3.0,3.0,0.0
TX15212,7,4.0,0.0,TX TECH UN:HEALTH SCI CT,40.0,12.0,52.0,21.0,31.0
TX15213,7,4.0,502.0,BUFFALO SPRINGS LAKE,2.0,0.0,2.0,2.0,0.0
TX15215,7,4.0,744.0,NEW DEAL,3.0,0.0,3.0,2.0,1.0
TX15300,8D,4.0,2647.0,LYNN,17.0,6.0,23.0,6.0,17.0
TX15302,6,4.0,2769.0,TAHOKA,4.0,0.0,4.0,4.0,0.0
TX15305,7,4.0,979.0,O'DONNELL,1.0,0.0,1.0,1.0,0.0
TX15400,8D,4.0,2608.0,MCCULLOCH,10.0,2.0,12.0,6.0,6.0
TX15401,6,4.0,5421.0,BRADY,8.0,7.0,15.0,8.0,7.0
TX15500,9B,4.0,42985.0,MCLENNAN,193.0,99.0,292.0,101.0,191.0
TX15501,6,4.0,9744.0,BELLMEAD,15.0,5.0,20.0,15.0,5.0
TX15502,7,4.0,2134.0,BEVERLY HILLS,8.0,5.0,13.0,8.0,5.0
TX15504,5,4.0,12467.0,HEWITT,23.0,7.0,30.0,22.0,8.0
TX15505,6,4.0,5903.0,LACY-LAKEVIEW,12.0,8.0,20.0,12.0,8.0
TX15506,7,4.0,1528.0,LORENA,3.0,2.0,5.0,4.0,1.0
TX15507,6,4.0,4876.0,MCGREGOR,14.0,6.0,20.0,13.0,7.0
TX15508,7,4.0,2271.0,MART,3.0,0.0,3.0,3.0,0.0
TX15510,7,4.0,0.0,NORTHCREST,3.0,1.0,4.0,3.0,1.0
TX15511,6,4.0,8533.0,ROBINSON,15.0,7.0,22.0,15.0,7.0
TX15512,2,4.0,118850.0,WACO,232.0,85.0,317.0,235.0,82.0
TX15513,6,4.0,2744.0,WEST,5.0,1.0,6.0,6.0,0.0
TX15514,6,4.0,8894.0,WOODWAY,28.0,8.0,36.0,25.0,11.0
TX15516,7,4.0,0.0,MCLENNAN COMMUNITY COLLE,10.0,2.0,12.0,5.0,7.0
TX15517,7,4.0,1008.0,RIESEL,3.0,0.0,3.0,3.0,0.0
TX15518,7,4.0,0.0,TX ST TECH COLL: WACO,14.0,1.0,15.0,13.0,2.0
TX15525,7,4.0,0.0,BAYLOR UNIVERSITY: WACO,25.0,10.0,35.0,22.0,13.0
TX15526,7,4.0,1564.0,BRUCEVILLE-EDDY,4.0,0.0,4.0,4.0,0.0
TX15600,8D,4.0,883.0,MCMULLEN,2.0,1.0,3.0,2.0,1.0
TX15700,8D,4.0,8774.0,MADISON,12.0,10.0,22.0,7.0,15.0
TX15701,6,4.0,4262.0,MADISONVILLE,9.0,1.0,10.0,9.0,1.0
TX15800,8D,4.0,9186.0,MARION,13.0,5.0,18.0,13.0,5.0
TX15801,7,4.0,2027.0,JEFFERSON,6.0,1.0,7.0,6.0,1.0
TX15900,8D,4.0,2208.0,MARTIN,9.0,1.0,10.0,3.0,7.0
TX15901,7,4.0,2469.0,STANTON,5.0,0.0,5.0,5.0,0.0
TX16000,8D,4.0,3840.0,MASON,9.0,2.0,11.0,6.0,5.0
TX16100,8C,4.0,14689.0,MATAGORDA,49.0,21.0,70.0,41.0,29.0
TX16101,5,4.0,18885.0,BAY CITY,28.0,18.0,46.0,34.0,12.0
TX16102,6,4.0,5359.0,PALACIOS,11.0,9.0,20.0,11.0,9.0
TX16109,7,4.0,0.0,ISD: BAY CITY,5.0,2.0,7.0,6.0,1.0
TX16200,8B,4.0,26148.0,MAVERICK,75.0,13.0,88.0,40.0,48.0
TX16201,5,4.0,24873.0,EAGLE PASS,71.0,14.0,85.0,69.0,16.0
TX16300,9B,4.0,29157.0,MEDINA,41.0,15.0,56.0,23.0,33.0
TX16302,6,4.0,4397.0,DEVINE,8.0,3.0,11.0,9.0,2.0
TX16303,6,4.0,8346.0,HONDO,14.0,3.0,17.0,15.0,2.0
TX16400,8D,4.0,2394.0,MENARD,5.0,4.0,9.0,5.0,4.0
TX16500,9C,4.0,21367.0,MIDLAND,112.0,62.0,174.0,81.0,93.0
TX16501,3,4.0,98107.0,MIDLAND,164.0,45.0,209.0,163.0,46.0
TX16503,7,4.0,0.0,ISD: MIDLAND,18.0,4.0,22.0,7.0,15.0
TX16600,8C,4.0,12074.0,MILAM,14.0,13.0,27.0,13.0,14.0
TX16601,6,4.0,5995.0,CAMERON,10.0,3.0,13.0,9.0,4.0
TX16602,6,4.0,6125.0,ROCKDALE,11.0,5.0,16.0,11.0,5.0
TX16603,7,4.0,1331.0,THORNDALE,2.0,0.0,2.0,2.0,0.0
TX16700,8D,4.0,5123.0,MILLS,7.0,1.0,8.0,5.0,3.0
TX16800,8D,4.0,5398.0,MITCHELL,7.0,4.0,11.0,5.0,6.0
TX16801,6,4.0,4074.0,COLORADO CITY,8.0,7.0,15.0,7.0,8.0
TX16900,8D,4.0,9933.0,MONTAGUE,16.0,8.0,24.0,8.0,16.0
TX16901,6,4.0,5542.0,BOWIE,13.0,5.0,18.0,13.0,5.0
TX16902,6,4.0,3282.0,NOCONA,8.0,4.0,12.0,6.0,6.0
TX16903,7,4.0,985.0,SAINT JO,2.0,0.0,2.0,2.0,0.0
TX17000,9A,4.0,300413.0,MONTGOMERY,293.0,154.0,447.0,282.0,165.0
TX17001,4,4.0,40566.0,CONROE,94.0,28.0,122.0,93.0,29.0
TX17007,7,4.0,2340.0,ROMAN FOREST,6.0,0.0,6.0,6.0,0.0
TX17008,7,4.0,1526.0,PATTON VILLAGE,20.0,0.0,20.0,20.0,0.0
TX17010,7,4.0,1234.0,MAGNOLIA,9.0,5.0,14.0,10.0,4.0
TX17012,7,4.0,1580.0,SHENANDOAH,17.0,3.0,20.0,18.0,2.0
TX17016,6,4.0,3174.0,OAK RIDGE NORTH,12.0,4.0,16.0,14.0,2.0
TX17017,7,4.0,540.0,MONTGOMERY,8.0,2.0,10.0,9.0,1.0
TX17020,7,4.0,0.0,ISD: CONROE,36.0,24.0,60.0,44.0,16.0
TX17100,8D,4.0,6619.0,MOORE,33.0,11.0,44.0,14.0,30.0
TX17101,5,4.0,13955.0,DUMAS,25.0,3.0,28.0,24.0,4.0
TX17200,8D,4.0,7717.0,MORRIS,14.0,7.0,21.0,9.0,12.0
TX17201,6,4.0,2569.0,DAINGERFIELD,5.0,2.0,7.0,6.0,1.0
TX17202,7,4.0,1652.0,LONE STAR,4.0,2.0,6.0,5.0,1.0
TX17204,7,4.0,0.0,CONSTABLE,0.0,0.0,0.0,0.0,0.0
TX17205,7,4.0,1450.0,NAPLES,3.0,0.0,3.0,3.0,0.0
TX17300,8D,4.0,1326.0,MOTLEY,3.0,0.0,3.0,3.0,0.0
TX17400,8B,4.0,29633.0,NACOGDOCHES,69.0,37.0,106.0,59.0,47.0
TX17402,4,4.0,30952.0,NACOGDOCHES,57.0,17.0,74.0,57.0,17.0
TX17404,7,4.0,0.0,STEPHEN F. AUSTIN ST UNI,21.0,18.0,39.0,22.0,17.0
TX17500,8C,4.0,22232.0,NAVARRO,70.0,35.0,105.0,60.0,45.0
TX17501,4,4.0,25894.0,CORSICANA,39.0,17.0,56.0,44.0,12.0
TX17600,8C,4.0,15119.0,NEWTON,9.0,7.0,16.0,9.0,7.0
TX17700,8D,4.0,2966.0,NOLAN,14.0,10.0,24.0,11.0,13.0
TX17702,7,4.0,1323.0,ROSCOE,1.0,0.0,1.0,1.0,0.0
TX17703,5,4.0,11075.0,SWEETWATER,20.0,7.0,27.0,22.0,5.0
TX17800,9C,4.0,16753.0,NUECES,189.0,95.0,284.0,78.0,206.0
TX17801,6,4.0,3290.0,BISHOP,5.0,4.0,9.0,5.0,4.0
TX17802,1C,4.0,283898.0,CORPUS CHRISTI,427.0,167.0,594.0,421.0,173.0
TX17803,5,4.0,12849.0,ROBSTOWN,22.0,6.0,28.0,21.0,7.0
TX17805,6,4.0,3593.0,PORT ARANSAS,17.0,6.0,23.0,15.0,8.0
TX17815,7,4.0,0.0,TX A&M UN:CORPUS CHRISTI,20.0,4.0,24.0,14.0,10.0
TX17816,7,4.0,0.0,ISD: CORPUS CHRISTI,52.0,11.0,63.0,31.0,32.0
TX17900,8D,4.0,1231.0,OCHILTREE,12.0,5.0,17.0,8.0,9.0
TX17901,6,4.0,7906.0,PERRYTON,10.0,6.0,16.0,9.0,7.0
TX18000,8D,4.0,2195.0,OLDHAM,5.0,5.0,10.0,5.0,5.0
TX18100,9B,4.0,40250.0,ORANGE,87.0,47.0,134.0,59.0,75.0
TX18101,6,4.0,8805.0,BRIDGE CITY,14.0,5.0,19.0,13.0,6.0
TX18102,5,4.0,18377.0,ORANGE,40.0,15.0,55.0,42.0,13.0
TX18103,7,4.0,2278.0,PINEHURST,6.0,4.0,10.0,6.0,4.0
TX18104,5,4.0,11473.0,VIDOR,19.0,9.0,28.0,21.0,7.0
TX18105,6,4.0,4096.0,WEST ORANGE,9.0,1.0,10.0,9.0,1.0
TX18108,7,4.0,528.0,ROSE CITY,1.0,1.0,2.0,1.0,1.0
TX18200,8C,4.0,12756.0,PALO PINTO,32.0,18.0,50.0,20.0,30.0
TX18202,5,4.0,17255.0,MINERAL WELLS,24.0,9.0,33.0,26.0,7.0
TX18300,8C,4.0,16166.0,PANOLA,23.0,14.0,37.0,26.0,11.0
TX18301,6,4.0,6602.0,CARTHAGE,16.0,5.0,21.0,15.0,6.0
TX18400,9B,4.0,65795.0,PARKER,73.0,34.0,107.0,54.0,53.0
TX18401,5,4.0,21780.0,WEATHERFORD,48.0,21.0,69.0,51.0,18.0
TX18403,7,4.0,2492.0,SPRINGTOWN,7.0,6.0,13.0,9.0,4.0
TX18404,7,4.0,1787.0,HUDSON OAKS,9.0,0.0,9.0,9.0,0.0
TX18405,6,4.0,3262.0,WILLOW PARK,9.0,2.0,11.0,10.0,1.0
TX18500,8D,4.0,2952.0,PARMER,8.0,10.0,18.0,5.0,13.0
TX18501,7,4.0,1886.0,BOVINA,2.0,0.0,2.0,2.0,0.0
TX18502,6,4.0,3871.0,FRIONA,5.0,5.0,10.0,6.0,4.0
TX18503,7,4.0,1353.0,FARWELL,1.0,0.0,1.0,1.0,0.0
TX18600,8D,4.0,8797.0,PECOS,19.0,10.0,29.0,15.0,14.0
TX18601,6,4.0,7511.0,FORT STOCKTON,18.0,6.0,24.0,16.0,8.0
TX18700,8B,4.0,36411.0,POLK,48.0,26.0,74.0,48.0,26.0
TX18702,6,4.0,6423.0,LIVINGSTON,16.0,5.0,21.0,14.0,7.0
TX18704,7,4.0,1923.0,CORRIGAN,6.0,3.0,9.0,6.0,3.0
TX18708,7,4.0,1327.0,ONALASKA,5.0,1.0,6.0,6.0,0.0
TX18800,9C,4.0,14818.0,POTTER,144.0,58.0,202.0,108.0,94.0
TX18801,2,4.0,181612.0,AMARILLO,261.0,98.0,359.0,272.0,87.0
TX18802,7,4.0,0.0,AMARILLO COLLEGE,12.0,3.0,15.0,13.0,2.0
TX18804,7,4.0,0.0,TX ST TECH COLL:AMARILLO,5.0,1.0,6.0,5.0,1.0
TX18806,7,4.0,0.0,AMARILLO INTER AIRPORT,11.0,4.0,15.0,15.0,0.0
TX18900,8D,4.0,1004.0,PRESIDIO,19.0,12.0,31.0,8.0,23.0
TX18901,7,4.0,2063.0,MARFA,3.0,0.0,3.0,3.0,0.0
TX18906,6,4.0,4652.0,PRESIDIO,4.0,0.0,4.0,4.0,0.0
TX19000,8C,4.0,11039.0,RAINS,13.0,9.0,22.0,9.0,13.0
TX19100,9C,4.0,18807.0,RANDALL,107.0,41.0,148.0,68.0,80.0
TX19101,5,4.0,13205.0,CANYON,19.0,3.0,22.0,19.0,3.0
TX19103,7,4.0,0.0,WEST TX A&M UNIVERSITY,9.0,4.0,13.0,10.0,3.0
TX19200,8D,4.0,3105.0,REAGAN,13.0,10.0,23.0,10.0,13.0
TX19201,6,4.0,2693.0,BIG LAKE,3.0,0.0,3.0,3.0,0.0
TX19300,8D,4.0,3071.0,REAL,6.0,1.0,7.0,3.0,4.0
TX19400,8D,4.0,8915.0,RED RIVER,15.0,13.0,28.0,13.0,15.0
TX19401,6,4.0,3761.0,CLARKSVILLE,4.0,1.0,5.0,5.0,0.0
TX19403,7,4.0,1368.0,BOGATA,3.0,0.0,3.0,3.0,0.0
TX19500,8D,4.0,3545.0,REEVES,371.0,154.0,525.0,14.0,511.0
TX19502,6,4.0,8899.0,PECOS,29.0,12.0,41.0,21.0,20.0
TX19600,8D,4.0,4913.0,REFUGIO,23.0,9.0,32.0,11.0,21.0
TX19601,6,4.0,2840.0,REFUGIO,7.0,4.0,11.0,8.0,3.0
TX19700,8D,4.0,834.0,ROBERTS,4.0,1.0,5.0,4.0,1.0
TX19800,9D,4.0,9089.0,ROBERTSON,20.0,10.0,30.0,15.0,15.0
TX19801,7,4.0,875.0,BREMOND,2.0,0.0,2.0,2.0,0.0
TX19802,7,4.0,1399.0,CALVERT,4.0,0.0,4.0,4.0,0.0
TX19803,6,4.0,4735.0,HEARNE,10.0,7.0,17.0,11.0,6.0
TX19900,9C,4.0,12205.0,ROCKWALL,66.0,31.0,97.0,30.0,67.0
TX19901,4,4.0,25038.0,ROCKWALL,48.0,13.0,61.0,46.0,15.0
TX19902,6,4.0,4198.0,ROYSE CITY,12.0,1.0,13.0,12.0,1.0
TX19903,6,4.0,5884.0,HEATH,12.0,2.0,14.0,13.0,1.0
TX20000,8D,4.0,4240.0,RUNNELS,12.0,12.0,24.0,7.0,17.0
TX20001,6,4.0,4069.0,BALLINGER,7.0,0.0,7.0,6.0,1.0
TX20003,6,4.0,2785.0,WINTERS,2.0,2.0,4.0,4.0,0.0
TX20100,9B,4.0,31006.0,RUSK,49.0,17.0,66.0,40.0,26.0
TX20101,5,4.0,11255.0,HENDERSON,31.0,11.0,42.0,33.0,9.0
TX20103,7,4.0,2340.0,OVERTON,5.0,5.0,10.0,6.0,4.0
TX20111,7,4.0,1195.0,TATUM,4.0,0.0,4.0,3.0,1.0
TX20200,8D,4.0,8518.0,SABINE,12.0,6.0,18.0,8.0,10.0
TX20201,7,4.0,1094.0,HEMPHILL,3.0,0.0,3.0,3.0,0.0
TX20202,7,4.0,941.0,PINELAND,2.0,0.0,2.0,2.0,0.0
TX20300,8D,4.0,6546.0,SAN AUGUSTINE,10.0,8.0,18.0,5.0,13.0
TX20301,6,4.0,2517.0,SAN AUGUSTINE,6.0,1.0,7.0,6.0,1.0
TX20400,9C,4.0,24319.0,SAN JACINTO,19.0,11.0,30.0,14.0,16.0
TX20500,9C,4.0,19779.0,SAN PATRICIO,52.0,33.0,85.0,41.0,44.0
TX20501,6,4.0,9358.0,INGLESIDE,14.0,8.0,22.0,15.0,7.0
TX20502,6,4.0,5246.0,MATHIS,8.0,5.0,13.0,7.0,6.0
TX20503,5,4.0,15749.0,PORTLAND,25.0,6.0,31.0,22.0,9.0
TX20504,6,4.0,5642.0,SINTON,9.0,2.0,11.0,10.0,1.0
TX20505,6,4.0,3480.0,TAFT,5.0,0.0,5.0,5.0,0.0
TX20508,7,4.0,2313.0,GREGORY,3.0,0.0,3.0,3.0,0.0
TX20516,7,4.0,0.0,ISD: TAFT,1.0,1.0,2.0,2.0,0.0
