ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
MN00202,3,4.0,50839.0,BLAINE,46.0,14.0,60.0,50.0,10.0
MN00203,5,4.0,10575.0,CENTENNIAL LAKES,16.0,2.0,18.0,15.0,3.0
MN00204,5,4.0,18579.0,COLUMBIA HEIGHTS,23.0,6.0,29.0,22.0,7.0
MN00205,3,4.0,62822.0,COON RAPIDS,57.0,16.0,73.0,62.0,11.0
MN00206,4,4.0,27392.0,FRIDLEY,31.0,10.0,41.0,36.0,5.0
MN00207,5,4.0,18949.0,LINO LAKES,22.0,6.0,28.0,25.0,3.0
MN00208,6,4.0,6862.0,SPRING LAKE PARK,11.0,2.0,13.0,11.0,2.0
MN00209,5,4.0,11708.0,EAST BETHEL,1.0,0.0,1.0,1.0,0.0
MN00210,5,4.0,14220.0,HAM LAKE,22.0,4.0,26.0,20.0,6.0
MN00211,7,4.0,2152.0,LEXINGTON,0.0,0.0,0.0,0.0,0.0
MN00212,4,4.0,29176.0,ANDOVER,3.0,0.0,3.0,3.0,0.0
MN00213,5,4.0,19684.0,RAMSEY,18.0,5.0,23.0,19.0,4.0
MN00214,7,4.0,793.0,HILLTOP,30.0,3.0,33.0,26.0,7.0
MN00215,6,4.0,6502.0,ST. FRANCIS,9.0,2.0,11.0,9.0,2.0
MN00300,8C,4.0,23715.0,BECKER,36.0,18.0,54.0,22.0,32.0
MN00301,6,4.0,7715.0,DETROIT LAKES,12.0,4.0,16.0,14.0,2.0
MN00400,8B,4.0,29312.0,BELTRAMI,40.0,23.0,63.0,24.0,39.0
MN00401,5,4.0,12829.0,BEMIDJI,27.0,6.0,33.0,30.0,3.0
MN00500,9C,4.0,16604.0,BENTON,36.0,27.0,63.0,24.0,39.0
MN00502,5,4.0,11716.0,SAUK RAPIDS,12.0,1.0,13.0,12.0,1.0
MN00600,8D,4.0,3586.0,BIG STONE,7.0,4.0,11.0,6.0,5.0
MN00601,7,4.0,2113.0,ORTONVILLE,4.0,1.0,5.0,4.0,1.0
MN00700,8C,4.0,19103.0,BLUE EARTH,35.0,21.0,56.0,22.0,34.0
MN00701,4,4.0,34204.0,MANKATO,37.0,19.0,56.0,44.0,12.0
MN00704,7,4.0,1960.0,EAGLE LAKE,3.0,0.0,3.0,3.0,0.0
MN00705,6,4.0,2510.0,LAKE CRYSTAL,2.0,0.0,2.0,2.0,0.0
MN00800,8D,4.0,7573.0,BROWN,20.0,14.0,34.0,9.0,25.0
MN00801,5,4.0,13511.0,NEW ULM,18.0,6.0,24.0,20.0,4.0
MN00802,6,4.0,3444.0,SLEEPY EYE,6.0,0.0,6.0,6.0,0.0
MN00803,7,4.0,2195.0,SPRINGFIELD,4.0,1.0,5.0,5.0,0.0
MN00900,9C,4.0,18591.0,CARLTON,26.0,18.0,44.0,20.0,24.0
MN00901,5,4.0,11501.0,CLOQUET,18.0,1.0,19.0,18.0,1.0
MN00902,7,4.0,2390.0,MOOSE LAKE,3.0,1.0,4.0,4.0,0.0
MN00904,7,4.0,834.0,SCANLON,4.0,0.0,4.0,4.0,0.0
MN00907,6,4.0,4789.0,THOMSON TOWNSHIP,0.0,0.0,0.0,0.0,0.0
MN01000,9B,4.0,58785.0,CARVER,86.0,40.0,126.0,66.0,60.0
MN01001,5,4.0,22306.0,CHANHASSEN,3.0,4.0,7.0,3.0,4.0
MN01002,5,4.0,20824.0,CHASKA,18.0,8.0,26.0,22.0,4.0
MN01003,6,4.0,8052.0,WACONIA,0.0,0.0,0.0,0.0,0.0
MN01100,8B,4.0,28437.0,CASS,41.0,14.0,55.0,30.0,25.0
MN01200,8D,4.0,6442.0,CHIPPEWA,14.0,3.0,17.0,7.0,10.0
MN01201,7,4.0,1370.0,CLARA CITY,0.0,0.0,0.0,0.0,0.0
MN01202,6,4.0,5427.0,MONTEVIDEO,10.0,1.0,11.0,10.0,1.0
MN01300,9B,4.0,26796.0,CHISAGO,51.0,20.0,71.0,36.0,35.0
MN01303,6,4.0,2952.0,CHISAGO CITY,0.0,0.0,0.0,0.0,0.0
MN01304,6,4.0,3548.0,LINDSTROM,0.0,0.0,0.0,0.0,0.0
MN01305,6,4.0,9535.0,NORTH BRANCH,10.0,2.0,12.0,10.0,2.0
MN01307,7,4.0,989.0,TAYLORS FALLS,0.0,0.0,0.0,0.0,0.0
MN01308,6,4.0,3713.0,WYOMING,5.0,0.0,5.0,5.0,0.0
MN01309,6,4.0,6500.0,LAKES AREA,10.0,3.0,13.0,11.0,2.0
MN01400,9C,4.0,16238.0,CLAY,43.0,14.0,57.0,30.0,27.0
MN01402,6,4.0,3117.0,DILWORTH,6.0,1.0,7.0,6.0,1.0
MN01404,4,4.0,33055.0,MOORHEAD,44.0,13.0,57.0,45.0,12.0
MN01500,8D,4.0,8493.0,CLEARWATER,11.0,7.0,18.0,7.0,11.0
MN01600,8D,4.0,5325.0,COOK,11.0,5.0,16.0,11.0,5.0
MN01601,7,4.0,1439.0,GRAND MARAIS,0.0,0.0,0.0,0.0,0.0
MN01700,8D,4.0,5517.0,COTTONWOOD,14.0,4.0,18.0,8.0,10.0
MN01701,7,4.0,2065.0,MOUNTAIN LAKE,3.0,1.0,4.0,4.0,0.0
MN01702,6,4.0,4536.0,WINDOM,6.0,3.0,9.0,8.0,1.0
MN01800,8B,4.0,35993.0,CROW WING,59.0,33.0,92.0,35.0,57.0
MN01801,5,4.0,13835.0,BRAINERD,21.0,11.0,32.0,25.0,7.0
MN01802,7,4.0,2294.0,CROSBY,7.0,2.0,9.0,7.0,2.0
MN01805,6,4.0,6788.0,BAXTER,9.0,4.0,13.0,12.0,1.0
MN01900,9C,4.0,17790.0,DAKOTA,106.0,53.0,159.0,74.0,85.0
MN01901,3,4.0,60297.0,BURNSVILLE,60.0,30.0,90.0,71.0,19.0
MN01902,5,4.0,16192.0,FARMINGTON,17.0,2.0,19.0,17.0,2.0
MN01903,5,4.0,19867.0,HASTINGS,22.0,6.0,28.0,25.0,3.0
MN01904,5,4.0,11436.0,MENDOTA HEIGHTS,14.0,4.0,18.0,16.0,2.0
MN01905,5,4.0,17114.0,ROSEMOUNT,16.0,6.0,22.0,19.0,3.0
MN01906,5,4.0,19861.0,SOUTH ST. PAUL,22.0,5.0,27.0,25.0,2.0
MN01907,5,4.0,19628.0,WEST ST. PAUL,25.0,8.0,33.0,25.0,8.0
MN01908,3,4.0,64532.0,EAGAN,62.0,23.0,85.0,66.0,19.0
MN01909,4,4.0,31538.0,INVER GROVE HEIGHTS,26.0,8.0,34.0,30.0,4.0
MN01910,4,4.0,49340.0,APPLE VALLEY,42.0,26.0,68.0,47.0,21.0
MN01911,4,4.0,48198.0,LAKEVILLE,44.0,19.0,63.0,45.0,18.0
MN02000,9C,4.0,14016.0,DODGE,24.0,7.0,31.0,21.0,10.0
MN02002,6,4.0,5071.0,KASSON,7.0,1.0,8.0,8.0,0.0
MN02100,8C,4.0,24571.0,DOUGLAS,41.0,30.0,71.0,25.0,46.0
MN02101,6,4.0,9826.0,ALEXANDRIA,17.0,4.0,21.0,17.0,4.0
MN02200,8D,4.0,6461.0,FARIBAULT,16.0,4.0,20.0,9.0,11.0
MN02201,6,4.0,3548.0,BLUE EARTH,6.0,0.0,6.0,6.0,0.0
MN02202,7,4.0,718.0,ELMORE,1.0,0.0,1.0,1.0,0.0
MN02204,7,4.0,2454.0,WELLS,4.0,0.0,4.0,4.0,0.0
MN02205,7,4.0,1458.0,WINNEBAGO,2.0,0.0,2.0,2.0,0.0
MN02206,7,4.0,1227.0,SOUTH ESTRN FARIBAULT CO,0.0,0.0,0.0,0.0,0.0
MN02209,7,4.0,246.0,FROST,0.0,0.0,0.0,0.0,0.0
MN02300,8C,4.0,21489.0,FILLMORE,28.0,4.0,32.0,19.0,13.0
MN02306,6,4.0,2548.0,SPRING VALLEY,3.0,0.0,3.0,3.0,0.0
MN02400,8C,4.0,14191.0,FREEBORN,36.0,16.0,52.0,21.0,31.0
MN02401,5,4.0,18033.0,ALBERT LEA,28.0,11.0,39.0,29.0,10.0
MN02500,8C,4.0,21743.0,GOODHUE,62.0,41.0,103.0,39.0,64.0
MN02501,6,4.0,3913.0,CANNON FALLS,6.0,3.0,9.0,7.0,2.0
MN02503,5,4.0,16152.0,RED WING,25.0,5.0,30.0,24.0,6.0
MN02504,7,4.0,1671.0,KENYON,2.0,0.0,2.0,2.0,0.0
MN02508,6,4.0,2965.0,ZUMBROTA,6.0,0.0,6.0,6.0,0.0
MN02600,8D,4.0,6294.0,GRANT,6.0,4.0,10.0,5.0,5.0
MN02700,9C,4.0,13527.0,HENNEPIN,458.0,260.0,718.0,318.0,400.0
MN02701,3,4.0,83763.0,BLOOMINGTON,107.0,33.0,140.0,109.0,31.0
MN02702,4,4.0,28595.0,BROOKLYN CENTER,37.0,21.0,58.0,45.0,13.0
MN02703,3,4.0,68338.0,BROOKLYN PARK,76.0,33.0,109.0,84.0,25.0
MN02704,5,4.0,22441.0,CRYSTAL,23.0,8.0,31.0,24.0,7.0
MN02705,6,4.0,4303.0,DEEPHAVEN-WOODLAND,7.0,2.0,9.0,7.0,2.0
MN02706,4,4.0,47039.0,EDINA,49.0,18.0,67.0,50.0,17.0
MN02707,5,4.0,12273.0,SOUTH LAKE MINNETONKA,14.0,1.0,15.0,13.0,2.0
MN02708,5,4.0,20674.0,GOLDEN VALLEY,28.0,9.0,37.0,29.0,8.0
MN02709,5,4.0,17268.0,HOPKINS,24.0,14.0,38.0,26.0,12.0
MN02711,1C,4.0,376255.0,MINNEAPOLIS,751.0,305.0,1056.0,798.0,258.0
MN02712,3,4.0,51107.0,MINNETONKA,46.0,26.0,72.0,54.0,18.0
MN02713,6,4.0,9453.0,MOUND,12.0,4.0,16.0,13.0,3.0
MN02714,5,4.0,20484.0,NEW HOPE,25.0,8.0,33.0,28.0,5.0
MN02715,5,4.0,12003.0,ORONO,16.0,4.0,20.0,18.0,2.0
MN02716,6,4.0,2538.0,OSSEO,5.0,1.0,6.0,5.0,1.0
MN02717,3,4.0,69732.0,PLYMOUTH,57.0,21.0,78.0,65.0,13.0
MN02718,4,4.0,34359.0,RICHFIELD,42.0,14.0,56.0,44.0,12.0
MN02719,5,4.0,13780.0,ROBBINSDALE,17.0,9.0,26.0,20.0,6.0
MN02720,6,4.0,7894.0,ST. ANTHONY,18.0,4.0,22.0,20.0,2.0
MN02721,4,4.0,44477.0,ST. LOUIS PARK,48.0,18.0,66.0,51.0,15.0
MN02723,6,4.0,4065.0,WAYZATA,9.0,0.0,9.0,9.0,0.0
MN02724,7,4.0,0.0,UNIV OF MN: TWIN CITIES,38.0,21.0,59.0,41.0,18.0
MN02725,7,4.0,0.0,MINNEAPOLIS-ST. PAUL I A,87.0,25.0,112.0,78.0,34.0
MN02726,3,4.0,59959.0,EDEN PRAIRIE,60.0,30.0,90.0,63.0,27.0
MN02727,3,4.0,57642.0,MAPLE GROVE,53.0,13.0,66.0,57.0,9.0
MN02728,6,4.0,7218.0,MINNETRISTA,11.0,1.0,12.0,10.0,2.0
MN02729,5,4.0,23192.0,CHAMPLIN,24.0,8.0,32.0,24.0,8.0
MN02730,6,4.0,4295.0,MEDINA,9.0,1.0,10.0,8.0,2.0
MN02731,6,4.0,5780.0,CORCORAN,4.0,0.0,4.0,4.0,0.0
MN02732,6,4.0,4722.0,DAYTON,5.0,0.0,5.0,5.0,0.0
MN02736,7,4.0,608.0,MINNETONKA BEACH,0.0,0.0,0.0,0.0,0.0
MN02737,6,4.0,5583.0,WEST HENNEPIN,8.0,2.0,10.0,8.0,2.0
MN02738,7,4.0,1853.0,LONG LAKE,0.0,0.0,0.0,0.0,0.0
MN02739,7,4.0,2050.0,MAPLE PLAIN,0.0,0.0,0.0,0.0,0.0
MN02740,7,4.0,0.0,THREE RIVERS PARK DIST,18.0,12.0,30.0,17.0,13.0
MN02741,7,4.0,1688.0,SPRING PARK,0.0,0.0,0.0,0.0,0.0
MN02800,9D,4.0,9110.0,HOUSTON,17.0,5.0,22.0,11.0,11.0
MN02801,6,4.0,2991.0,CALEDONIA,3.0,1.0,4.0,3.0,1.0
MN02802,7,4.0,1019.0,HOUSTON,1.0,0.0,1.0,1.0,0.0
MN02803,6,4.0,5108.0,LA CRESCENT,7.0,1.0,8.0,7.0,1.0
MN02804,7,4.0,1307.0,SPRING GROVE,2.0,0.0,2.0,2.0,0.0
MN02805,7,4.0,609.0,HOKAH,1.0,0.0,1.0,1.0,0.0
MN02900,8C,4.0,15368.0,HUBBARD,21.0,10.0,31.0,13.0,18.0
MN02901,6,4.0,3420.0,PARK RAPIDS,6.0,3.0,9.0,8.0,1.0
MN03000,9B,4.0,29229.0,ISANTI,33.0,21.0,54.0,18.0,36.0
MN03001,6,4.0,6434.0,CAMBRIDGE,10.0,3.0,13.0,11.0,2.0
MN03100,8B,4.0,36801.0,ITASCA,53.0,13.0,66.0,64.0,2.0
MN03103,6,4.0,7828.0,GRAND RAPIDS,15.0,3.0,18.0,15.0,3.0
MN03105,7,4.0,919.0,NASHWAUK,0.0,0.0,0.0,0.0,0.0
MN03200,8D,4.0,6055.0,JACKSON,11.0,7.0,18.0,7.0,11.0
MN03201,6,4.0,3492.0,JACKSON,8.0,0.0,8.0,7.0,1.0
MN03202,7,4.0,1715.0,LAKEFIELD,3.0,0.0,3.0,3.0,0.0
MN03300,8C,4.0,12512.0,KANABEC,14.0,10.0,24.0,11.0,13.0
MN03301,6,4.0,3485.0,MORA,6.0,1.0,7.0,6.0,1.0
MN03400,8C,4.0,23033.0,KANDIYOHI,68.0,39.0,107.0,31.0,76.0
MN03401,5,4.0,18453.0,WILLMAR,30.0,6.0,36.0,32.0,4.0
MN03500,8D,4.0,3875.0,KITTSON,7.0,3.0,10.0,5.0,5.0
MN03501,7,4.0,1134.0,HALLOCK,1.0,0.0,1.0,1.0,0.0
MN03600,8D,4.0,7626.0,KOOCHICHING,13.0,4.0,17.0,9.0,8.0
MN03601,6,4.0,6507.0,INTERNATIONAL FALLS,13.0,1.0,14.0,13.0,1.0
MN03604,7,4.0,0.0,SO INTERNATIONAL FALLS,3.0,0.0,3.0,3.0,0.0
MN03700,8D,4.0,4681.0,LAC QUI PARLE,5.0,3.0,8.0,4.0,4.0
MN03701,7,4.0,1516.0,DAWSON,3.0,0.0,3.0,3.0,0.0
MN03702,7,4.0,1735.0,MADISON,3.0,0.0,3.0,3.0,0.0
MN03800,8D,4.0,5608.0,LAKE,20.0,8.0,28.0,14.0,14.0
MN03801,7,4.0,2054.0,SILVER BAY,5.0,0.0,5.0,5.0,0.0
MN03802,6,4.0,3590.0,TWO HARBORS,7.0,1.0,8.0,7.0,1.0
MN03900,8D,4.0,4420.0,LAKE OF THE WOODS,10.0,0.0,10.0,5.0,5.0
MN04000,8C,4.0,18186.0,LE SUEUR,19.0,8.0,27.0,15.0,12.0
MN04002,6,4.0,4255.0,LE SUEUR,7.0,0.0,7.0,7.0,0.0
MN04003,6,4.0,2893.0,MONTGOMERY,5.0,2.0,7.0,6.0,1.0
MN04100,8D,4.0,6210.0,LINCOLN,5.0,5.0,10.0,4.0,6.0
MN04200,8C,4.0,10212.0,LYON,23.0,14.0,37.0,13.0,24.0
MN04201,5,4.0,12648.0,MARSHALL,15.0,6.0,21.0,19.0,2.0
MN04202,7,4.0,2163.0,TRACY,4.0,0.0,4.0,4.0,0.0
MN04300,8C,4.0,11122.0,MCLEOD,26.0,34.0,60.0,21.0,39.0
MN04301,6,4.0,5579.0,GLENCOE,11.0,2.0,13.0,12.0,1.0
MN04302,5,4.0,13562.0,HUTCHINSON,23.0,10.0,33.0,22.0,11.0
MN04303,7,4.0,811.0,BROWNTON,2.0,0.0,2.0,2.0,0.0
MN04304,7,4.0,1443.0,LESTER PRAIRIE,2.0,1.0,3.0,3.0,0.0
MN04305,7,4.0,780.0,SILVER LAKE,2.0,0.0,2.0,2.0,0.0
MN04306,7,4.0,564.0,STEWART,2.0,0.0,2.0,2.0,0.0
MN04307,7,4.0,2298.0,WINSTED,3.0,0.0,3.0,3.0,0.0
MN04400,8D,4.0,5155.0,MAHNOMEN,12.0,6.0,18.0,11.0,7.0
MN04500,8C,4.0,10079.0,MARSHALL,17.0,1.0,18.0,11.0,7.0
MN04600,8C,4.0,10641.0,MARTIN,15.0,14.0,29.0,10.0,19.0
MN04601,5,4.0,10754.0,FAIRMONT,18.0,2.0,20.0,17.0,3.0
MN04700,8C,4.0,16656.0,MEEKER,20.0,14.0,34.0,14.0,20.0
MN04701,6,4.0,6740.0,LITCHFIELD,9.0,1.0,10.0,9.0,1.0
MN04800,8C,4.0,17252.0,MILLE LACS,39.0,22.0,61.0,19.0,42.0
MN04801,6,4.0,2843.0,MILACA,4.0,0.0,4.0,4.0,0.0
MN04802,6,4.0,4473.0,PRINCETON,8.0,2.0,10.0,9.0,1.0
MN04900,8C,4.0,24944.0,MORRISON,26.0,23.0,49.0,15.0,34.0
MN04901,6,4.0,7913.0,LITTLE FALLS,13.0,1.0,14.0,11.0,3.0
MN05000,8C,4.0,15483.0,MOWER,18.0,3.0,21.0,20.0,1.0
MN05001,5,4.0,23659.0,AUSTIN,31.0,2.0,33.0,30.0,3.0
MN05100,8D,4.0,7023.0,MURRAY,6.0,4.0,10.0,6.0,4.0
MN05102,7,4.0,2032.0,SLAYTON,4.0,0.0,4.0,4.0,0.0
MN05200,8D,4.0,8391.0,NICOLLET,15.0,8.0,23.0,10.0,13.0
MN05201,5,4.0,12349.0,NORTH MANKATO,10.0,3.0,13.0,12.0,1.0
MN05202,5,4.0,10246.0,ST. PETER,14.0,5.0,19.0,14.0,5.0
MN05300,8D,4.0,9506.0,NOBLES,19.0,13.0,32.0,10.0,22.0
MN05301,5,4.0,11284.0,WORTHINGTON,25.0,7.0,32.0,24.0,8.0
MN05400,8D,4.0,7250.0,NORMAN,6.0,2.0,8.0,5.0,3.0
MN05500,9B,4.0,33630.0,OLMSTED,95.0,37.0,132.0,49.0,83.0
MN05501,3,4.0,93267.0,ROCHESTER,119.0,47.0,166.0,120.0,46.0
MN05502,6,4.0,5567.0,STEWARTVILLE,0.0,0.0,0.0,0.0,0.0
MN05600,8B,4.0,45131.0,OTTER TAIL,46.0,26.0,72.0,29.0,43.0
MN05601,5,4.0,14148.0,FERGUS FALLS,19.0,7.0,26.0,20.0,6.0
MN05700,8D,4.0,5252.0,PENNINGTON,19.0,12.0,31.0,8.0,23.0
MN05701,6,4.0,8496.0,THIEF RIVER FALLS,15.0,3.0,18.0,16.0,2.0
MN05800,8B,4.0,27974.0,PINE,33.0,14.0,47.0,25.0,22.0
MN05900,8D,4.0,9761.0,PIPESTONE,16.0,5.0,21.0,11.0,10.0
MN05901,6,4.0,4332.0,PIPESTONE,0.0,0.0,0.0,0.0,0.0
MN06000,9C,4.0,15531.0,POLK,24.0,5.0,29.0,24.0,5.0
MN06001,6,4.0,8004.0,CROOKSTON,14.0,2.0,16.0,14.0,2.0
MN06002,6,4.0,7624.0,EAST GRAND FORKS,21.0,3.0,24.0,22.0,2.0
MN06100,8D,4.0,8873.0,POPE,13.0,0.0,13.0,6.0,7.0
MN06101,7,4.0,2471.0,GLENWOOD,4.0,0.0,4.0,4.0,0.0
MN06200,9C,4.0,12297.0,RAMSEY,289.0,112.0,401.0,239.0,162.0
MN06201,5,4.0,10034.0,ARDEN HILLS,5.0,0.0,5.0,5.0,0.0
MN06202,6,4.0,5487.0,FALCON HEIGHTS,5.0,1.0,6.0,6.0,0.0
MN06203,7,4.0,2315.0,LAUDERDALE,0.0,0.0,0.0,0.0,0.0
MN06204,4,4.0,36240.0,MAPLEWOOD,48.0,16.0,64.0,48.0,16.0
MN06205,5,4.0,12800.0,MOUNDS VIEW,18.0,2.0,20.0,18.0,2.0
MN06206,5,4.0,21930.0,NEW BRIGHTON,24.0,6.0,30.0,27.0,3.0
MN06207,5,4.0,11936.0,NORTH ST. PAUL,15.0,3.0,18.0,16.0,2.0
MN06208,4,4.0,33377.0,ROSEVILLE,41.0,13.0,54.0,47.0,7.0
MN06209,1C,4.0,282709.0,ST. PAUL,528.0,233.0,761.0,543.0,218.0
MN06210,5,4.0,24588.0,WHITE BEAR LAKE,21.0,12.0,33.0,26.0,7.0
MN06211,6,4.0,9818.0,LITTLE CANADA,0.0,0.0,0.0,0.0,0.0
MN06212,4,4.0,27328.0,SHOREVIEW,16.0,2.0,18.0,17.0,1.0
MN06213,5,4.0,13212.0,VADNAIS HEIGHTS,0.0,0.0,0.0,0.0,0.0
MN06215,6,4.0,4215.0,NORTH OAKS,0.0,0.0,0.0,0.0,0.0
MN06300,8D,4.0,4354.0,RED LAKE,8.0,2.0,10.0,6.0,4.0
MN06400,8C,4.0,10981.0,REDWOOD,13.0,7.0,20.0,8.0,12.0
MN06402,6,4.0,5383.0,REDWOOD FALLS,9.0,2.0,11.0,10.0,1.0
MN06500,8C,4.0,14444.0,RENVILLE,11.0,6.0,17.0,10.0,7.0
MN06503,6,4.0,2545.0,OLIVIA,3.0,2.0,5.0,5.0,0.0
MN06600,8C,4.0,20432.0,RICE,34.0,11.0,45.0,20.0,25.0
MN06601,5,4.0,21993.0,FARIBAULT,26.0,10.0,36.0,28.0,8.0
MN06602,5,4.0,18336.0,NORTHFIELD,21.0,6.0,27.0,21.0,6.0
MN06700,8D,4.0,9693.0,ROCK,13.0,3.0,16.0,11.0,5.0
MN06701,6,4.0,4568.0,LUVERNE,0.0,0.0,0.0,0.0,0.0
MN06800,8C,4.0,11991.0,ROSEAU,11.0,6.0,17.0,10.0,7.0
MN06801,6,4.0,2763.0,ROSEAU,5.0,1.0,6.0,5.0,1.0
MN06802,7,4.0,1698.0,WARROAD,4.0,2.0,6.0,5.0,1.0
MN06900,9B,4.0,52614.0,ST. LOUIS,130.0,49.0,179.0,99.0,80.0
MN06901,7,4.0,1820.0,AURORA,5.0,0.0,5.0,5.0,0.0
MN06902,7,4.0,1667.0,BABBITT,4.0,0.0,4.0,4.0,0.0
MN06903,7,4.0,930.0,BIWABIK,6.0,0.0,6.0,6.0,0.0
MN06905,6,4.0,4862.0,CHISHOLM,11.0,1.0,12.0,11.0,1.0
MN06906,3,4.0,86439.0,DULUTH,123.0,42.0,165.0,137.0,28.0
MN06907,6,4.0,3745.0,ELY,7.0,1.0,8.0,7.0,1.0
MN06908,6,4.0,3773.0,EVELETH,10.0,1.0,11.0,10.0,1.0
MN06909,7,4.0,1812.0,GILBERT,5.0,0.0,5.0,5.0,0.0
MN06910,5,4.0,16989.0,HIBBING,24.0,7.0,31.0,28.0,3.0
MN06911,7,4.0,2086.0,HOYT LAKES,5.0,0.0,5.0,5.0,0.0
MN06912,6,4.0,3000.0,MOUNTAIN IRON,6.0,0.0,6.0,6.0,0.0
MN06913,6,4.0,2799.0,PROCTOR,6.0,1.0,7.0,6.0,1.0
MN06914,6,4.0,8961.0,VIRGINIA,20.0,2.0,22.0,21.0,1.0
MN06915,7,4.0,500.0,FLOODWOOD,3.0,0.0,3.0,3.0,0.0
MN06917,6,4.0,8436.0,HERMANTOWN,9.0,4.0,13.0,11.0,2.0
MN06918,7,4.0,0.0,UNIV OF MN: DULUTH,6.0,3.0,9.0,8.0,1.0
MN07000,9C,4.0,24367.0,SCOTT,69.0,52.0,121.0,36.0,85.0
MN07001,6,4.0,4065.0,BELLE PLAINE,6.0,1.0,7.0,6.0,1.0
MN07002,6,4.0,4770.0,JORDAN,8.0,2.0,10.0,8.0,2.0
MN07003,6,4.0,5435.0,NEW PRAGUE,8.0,2.0,10.0,8.0,2.0
MN07004,4,4.0,26900.0,SHAKOPEE,31.0,10.0,41.0,36.0,5.0
MN07006,4,4.0,25409.0,SAVAGE,23.0,7.0,30.0,26.0,4.0
MN07009,5,4.0,20203.0,PRIOR LAKE,18.0,5.0,23.0,20.0,3.0
MN07100,9B,4.0,38925.0,SHERBURNE,106.0,73.0,179.0,57.0,122.0
MN07101,6,4.0,7860.0,BIG LAKE,10.0,4.0,14.0,12.0,2.0
MN07102,5,4.0,18937.0,ELK RIVER,28.0,9.0,37.0,29.0,8.0
MN07104,6,4.0,3290.0,BECKER,5.0,1.0,6.0,5.0,1.0
MN07200,8C,4.0,15373.0,SIBLEY,15.0,7.0,22.0,10.0,12.0
MN07300,9B,4.0,50621.0,STEARNS,77.0,65.0,142.0,45.0,97.0
MN07301,6,4.0,3328.0,COLD SPRING,5.0,0.0,5.0,5.0,0.0
MN07302,6,4.0,3212.0,MELROSE,5.0,1.0,6.0,5.0,1.0
MN07303,7,4.0,2320.0,PAYNESVILLE,4.0,1.0,5.0,4.0,1.0
MN07304,3,4.0,59947.0,ST. CLOUD,79.0,32.0,111.0,89.0,22.0
MN07305,6,4.0,4034.0,SAUK CENTRE,5.0,1.0,6.0,5.0,1.0
MN07306,6,4.0,6920.0,WAITE PARK,12.0,3.0,15.0,12.0,3.0
MN07307,7,4.0,1302.0,RICHMOND,1.0,0.0,1.0,1.0,0.0
MN07308,7,4.0,749.0,BELGRADE,2.0,0.0,2.0,2.0,0.0
MN07310,7,4.0,644.0,KIMBALL,2.0,0.0,2.0,2.0,0.0
MN07311,6,4.0,5131.0,ST. JOSEPH,6.0,1.0,7.0,7.0,0.0
MN07312,5,4.0,11951.0,SARTELL,9.0,4.0,13.0,11.0,2.0
MN07314,7,4.0,1912.0,ALBANY,5.0,1.0,6.0,5.0,1.0
MN07316,7,4.0,1331.0,AVON,2.0,0.0,2.0,2.0,0.0
MN07400,8D,4.0,9538.0,STEELE,17.0,7.0,24.0,18.0,6.0
MN07401,5,4.0,23525.0,OWATONNA,25.0,4.0,29.0,27.0,2.0
MN07402,7,4.0,1976.0,BLOOMING PRAIRIE,3.0,0.0,3.0,3.0,0.0
MN07500,8D,4.0,4766.0,STEVENS,6.0,4.0,10.0,5.0,5.0
MN07501,6,4.0,5203.0,MORRIS,7.0,2.0,9.0,8.0,1.0
MN07600,8D,4.0,5497.0,SWIFT,7.0,5.0,12.0,5.0,7.0
MN07601,6,4.0,2949.0,APPLETON,3.0,1.0,4.0,4.0,0.0
MN07602,6,4.0,3306.0,BENSON,5.0,2.0,7.0,6.0,1.0
MN07700,8C,4.0,19101.0,TODD,20.0,10.0,30.0,14.0,16.0
MN07701,6,4.0,2991.0,LONG PRAIRIE,6.0,0.0,6.0,6.0,0.0
MN07702,6,4.0,3067.0,STAPLES,4.0,1.0,5.0,5.0,0.0
MN07800,8D,4.0,1747.0,TRAVERSE,4.0,2.0,6.0,3.0,3.0
MN07801,7,4.0,652.0,BROWNS VALLEY,2.0,0.0,2.0,2.0,0.0
MN07802,7,4.0,1544.0,WHEATON,2.0,2.0,4.0,3.0,1.0
MN07900,9C,4.0,11920.0,WABASHA,26.0,4.0,30.0,16.0,14.0
MN07901,6,4.0,5281.0,LAKE CITY,9.0,1.0,10.0,9.0,1.0
MN07902,6,4.0,3272.0,PLAINVIEW,5.0,0.0,5.0,5.0,0.0
MN07903,6,4.0,2618.0,WABASHA,5.0,2.0,7.0,6.0,1.0
MN07904,7,4.0,879.0,ELGIN,0.0,0.0,0.0,0.0,0.0
MN08000,8D,4.0,8908.0,WADENA,10.0,6.0,16.0,6.0,10.0
MN08001,6,4.0,4209.0,WADENA,6.0,2.0,8.0,7.0,1.0
MN08100,8D,4.0,6634.0,WASECA,22.0,4.0,26.0,11.0,15.0
MN08101,7,4.0,2128.0,JANESVILLE,4.0,2.0,6.0,5.0,1.0
MN08102,7,4.0,1178.0,NEW RICHLAND,2.0,0.0,2.0,2.0,0.0
MN08103,6,4.0,9655.0,WASECA,12.0,3.0,15.0,13.0,2.0
MN08200,9B,4.0,56469.0,WASHINGTON,131.0,85.0,216.0,83.0,133.0
MN08201,6,4.0,3198.0,BAYPORT,5.0,0.0,5.0,5.0,0.0
